1999,48684.0262865,0.0493386956666,74022.2524602,0.0248791157327,0.724547002438,7839.66394982,14692.2990047,26152.063332,10791.1471802,2273.50738315,143.423238225,0.0593410654639,0.404530341103,0.210884337664,0.384585321233,4.44289432097,8.00824229026,12.1762347486,132.837631101,2321.73768418,1878.14065476,1138.37496098,186.731673093,271.504088828,149.913235352,7.35199238974,5.9528196465,4.6291980265,7.86889854734,3.64043260194,8.19147035318,14.8947362957,6079.23992831,2.89241352129,136.150446781,52.5762450322,74.0809103094,4173.72254783,10953.0393061,4749.72486567,826.790950323,1776.88298125,1484.79312296,3573620058270,948.795630236,942.719467124,277.25303245,0.0638066849125,84.4660633687,23.9589156973,108.424979066,36289.0594175,11124.7815607,16429.2155993,8735.06225745,3029.60313971,15.5937790429,2755.05111381,2713.69905079,208.137766772,0.000485021928477,50.8204800848,42032.361608,764.22170043,8.77781442404,720.332348903,35.111537103,23.9982965827,367.989437954,0.352348754817,0.108773685346,0.156797610334,0.0867774591369,41858.2556844,1000503365700,132074305975,643980981521,224448078207,158659705737,42195901085,116463804652,34684842829.3,28355187077.7,16211096422.7,14118322423.5,4355423983.05,0,3844.75800118,1277.46741616,0.0135162512954,0.0143678874968,2.61337451493,2.88804549656,1.28683174682,0.370770755159,0.3681884409,0.376043910931,0.36237779303,0.00741564233244,0.00227979822953,0.000969266664786,0.00145069563299,0.0015012032097,0.0136166060695,424.854602068,2.17016043831,2.76051130941,1.44118129023,1.79361326727,1.06230499091,10656.8944548,141369.452195,53041.2870072,194410.739202,3355.06226484,4371.01379171,698.942444735,24925.9701547,4891.28978612,7941.37196147,961.702890566,1721.44713027,123.290372815,129.864887197,59.4238972163,113.689046008,221.8727492,312.579157228,30516.2023856,115.732356008,10624.5219823
2000,51269.7418561,0.0510693728154,76607.3972591,0.0314268503538,0.750383866016,8056.78509883,15212.4256201,28000.5311371,11207.9807749,2315.40395769,145.421316263,0.0590945313355,0.398265047535,0.211958071591,0.389776880875,4.37547988457,8.32054574138,12.4325836243,132.970005856,2337.11612288,1906.2096125,1165.07645291,189.122979158,276.691883016,154.637353962,7.21578540749,5.85287558683,4.64918760985,7.97525444827,3.64253639092,8.26243143266,15.2973556218,6161.82441028,2.85946499584,136.193358804,52.9330726059,74.3433969539,4168.56090325,11131.3483985,4827.41233826,842.068609918,1803.4215516,1488.33399825,3614467539620,967.280410622,962.253688943,280.412395177,0.0641782511895,85.6027497422,24.0027893355,109.605539078,37214.6483446,11566.5446898,16660.7384476,8987.36520719,3049.59149539,22.7299887122,2769.76856666,2731.4323802,208.283850955,0.000464520757885,48.8090890704,42995.6722202,772.289656558,12.7948217189,724.35865425,35.1361805893,22.9839235343,370.646324243,0.360497886349,0.113047614764,0.158561837519,0.0888884340671,42866.4668025,1031549389190,156554906245,629302701161,245691781782,174527021715,40138051339.9,134388970375,35023178889.8,30164767591.9,12703226078,16294992152.8,6024960659.03,0,3552.17720511,1284.04700681,0.0134654018554,0.0143163372587,2.71401166545,2.92083834967,1.31768816275,0.371632509131,0.368336483441,0.377161742628,0.363990153336,0.00865051540685,0.00275166562863,0.00121330875558,0.00173076772531,0.00194574255479,0.0162920000712,427.845926956,2.18988026117,2.83107190239,1.51642266177,1.79961537595,1.07497660253,10942.5670758,145616.5259,56179.9466638,201796.472564,3476.24526563,4400.96263915,720.081560947,25536.0404055,4879.11612339,7995.97096985,971.390781785,1736.88023255,125.533822455,130.285406584,60.2311513839,113.203550194,242.683495108,316.050380424,31135.2380899,115.246860194,10704.2419842
2001,54141.7757922,0.0534349728134,79953.0708763,0.0391395364359,0.773801328325,8269.19350333,15728.621404,30143.9608849,11642.0834542,2355.93707847,148.438963485,0.0592718349794,0.389512243682,0.213458110231,0.397029646087,4.28457053943,8.67082870941,12.8045187328,133.124957438,2345.25580009,1941.08525932,1192.05689251,190.919864626,282.088992566,159.597555647,7.06221353755,5.71949598593,4.67625762806,8.0683410442,3.62637114992,8.32433052393,15.7067926881,6244.1293222,2.82785777088,136.33442415,53.2091564931,74.6413055323,4163.33375163,11318.2092538,4905.352021,857.966138969,1833.82181395,1491.72554833,3668626361440,986.147733012,984.474966348,284.855547043,0.0646000881208,86.6368126239,24.0467951414,110.683607765,38303.1378613,12131.6102462,16869.2784583,9302.24915684,3077.06268613,31.9459128846,2778.89420152,2753.8470053,218.654269132,0.000451631301348,47.5683025979,44134.0475528,781.767803983,17.9825104702,726.899688356,36.8856051568,22.3461688626,373.906336712,0.370241586177,0.118593726367,0.160163255085,0.0914846047246,44076.7965547,1074031961890,169720106454,638486802397,265825053037,175831873208,51075562204.2,124756311004,51088486352.9,35467856618.3,14838714186.8,21869124823.6,12208058939.2,2172588403.27,3325.2026032,1288.19944007,0.0134332796741,0.0145158690234,2.84632946244,2.95027515239,1.35579565622,0.372436002462,0.368263973348,0.378105690054,0.366051720564,0.00986889736841,0.00324569969936,0.00146387760804,0.00202456044376,0.00240727014504,0.0190103052646,431.956410485,2.23557570865,2.88324439207,1.55463265167,1.82614903325,1.08716959398,11233.8427006,149892.971096,59451.236173,209344.207269,3600.27048903,4434.390571,741.527882773,26274.057319,4942.84017468,8048.66692095,979.664491583,1760.85622174,128.886559402,130.709962203,61.0356727853,113.39646373,261.978124998,320.63219439,31958.4253765,115.43977373,10789.1876343
2002,57254.4154268,0.0550586425138,83917.8450525,0.045324344051,0.790032128282,8546.77280053,16266.8994778,32440.7431485,12087.7799401,2395.64566516,152.104211415,0.0597013909464,0.379199030037,0.215225568891,0.405575401072,4.18246656324,9.05013834054,13.2647954101,133.38172733,2352.42561895,1972.71759108,1223.74241833,191.782928662,287.526653262,164.781099417,6.88816955068,5.55663763401,4.68687051577,8.16834653852,3.58370968858,8.36690275788,16.1168203994,6326.35803703,2.79753509799,136.543188616,53.3785265769,74.9907468284,4157.815074,11515.1126246,4984.32714468,874.786370281,1857.31574597,1495.06928817,3732853460620,1005.37227885,1010.12459739,290.235001631,0.0650951104253,87.6227707982,24.0908571019,111.7136279,39505.8681507,12741.2387326,17110.7907903,9653.83862772,3141.45581088,45.0831529922,2805.38279276,2774.90394067,238.51715631,0.00049699497104,52.4727088149,45422.2279022,799.589769582,25.3775271234,733.975892692,40.2363497666,24.5907082028,376.972413409,0.380977254419,0.124369531778,0.162064760241,0.0945429623996,45434.4304049,1123868026830,170524751314,668807646742,284535628774,165722836173,69823874440.1,95898961732.4,71753316501.8,35717440521.2,23088569545.6,28575313141.6,15306484619.6,4782949195,3164.2679033,1299.76302602,0.0133924795867,0.0146731458974,2.98550426844,2.98489232887,1.40082090865,0.373306079805,0.368807848527,0.378925822772,0.367598160431,0.0110693560231,0.00375881637949,0.00172018211594,0.00232983405364,0.00283725227477,0.021715440847,437.449893632,2.2903182676,2.92984156257,1.54631591496,1.88825478526,1.09923800883,11579.1710183,154215.341293,62865.2617143,217080.603008,3727.61160912,4494.17791435,766.674202302,27080.3024654,5144.50832156,8100.69897316,987.069303679,1787.13983224,132.535594024,131.135772529,61.8394493685,113.725410884,281.193415922,325.510815922,32991.4849893,115.768720884,10874.9081091
2003,60516.7878604,0.0552538597544,88195.8339758,0.0481581112731,0.797434933059,8935.62351225,16845.2081457,34735.9562025,12539.6353108,2435.32366494,155.794109024,0.0601262167971,0.368657290074,0.217032191952,0.414310517975,4.08384795373,9.4429078793,13.7618859992,133.718302008,2359.09285546,1997.41939684,1263.26698074,192.267536079,292.677541091,170.259943605,6.69084388599,5.36706022225,4.66920021246,8.29325458427,3.52259810009,8.37896793137,16.5293318854,6408.70255581,2.76844171083,136.829168195,53.4508001278,75.3935372154,4151.86476195,11722.5067851,5065.28595173,892.677487406,1877.57239668,1498.49788417,3800063031860,1028.19186422,1039.00816385,295.95154737,0.0656715832935,88.6241571035,24.1421794683,112.766336572,40766.3649852,13344.5481526,17391.8347214,10029.9821112,3241.44516226,62.7855944519,2856.22919212,2788.58080168,261.46034349,0.000575950850411,60.970032197,46796.3909492,826.836823053,35.3423179261,747.38778344,44.1067216863,28.4973493232,378.980892994,0.392022054045,0.129817201884,0.16429123681,0.0979136153512,46849.4245775,1154836741210,165238136981,693142341460,296456262770,160088360535,81498335842.1,78590024692.6,92086835277.4,34774112388.1,32532275110.8,35378138721.2,16222599563.5,7953821881.99,2991.59561288,1321.68007985,0.0130940055686,0.0145324062498,3.1173928831,3.02562747059,1.45066351829,0.374363922724,0.370061691765,0.379763892898,0.368773387346,0.0122172756313,0.00428887242924,0.00198167690743,0.00264506839659,0.0032211458499,0.0243540392144,444.17691169,2.38211618531,2.95603553934,1.51085134604,1.9530442115,1.11061525159,12020.8570683,158620.11552,66458.1277979,225078.243318,3859.32876742,4596.85494821,798.591151135,27898.0163929,5371.15532355,8161.32529297,994.353246751,1811.4469541,135.996613673,131.829960175,62.6443579226,113.865067527,296.679584613,330.47093177,34067.7628676,115.908377527,10967.1254938
2004,63956.9269746,0.0552155487029,92450.2048348,0.0471159003339,0.796897794229,9455.58000716,17491.3782009,37009.9687666,12993.8307336,2475.62727176,159.074027429,0.0603764940936,0.359013092962,0.218684995849,0.422301911189,3.99883182388,9.8527508159,14.2422232306,134.068436931,2365.65337796,2020.59373152,1304.37160369,193.366340018,297.276283783,175.946436118,6.47427495434,5.15855310131,4.63556097203,8.4097919479,3.46228197105,8.35592578302,16.9386127704,6491.27621003,2.74052391496,137.04444512,53.4249006405,75.8387597836,4145.58315574,11939.5365447,5150.93082947,911.610921195,1889.08863454,1502.13182975,3864630769080,1055.74365155,1068.28590853,301.422735387,0.0663228521942,89.7031603522,24.20278831,113.905948662,42006.8224092,13897.7791412,17695.2612121,10413.7820559,3378.26245819,85.3776140536,2934.49292048,2797.19237381,284.180382855,0.000699022803138,74.2115408006,48182.2772412,863.96578184,48.0594761584,767.966855714,47.9394499677,34.5868002308,380.285590626,0.402641354942,0.13457429977,0.166677459615,0.101389595557,48231.4237435,1154058692540,153540945954,701606908474,298910838111,153490560301,86108613706.8,67381946594.3,113697149031,36285011316.5,44521484386.4,41231105907.3,15924773339.4,12019785397.9,2824.73191532,1355.30939008,0.0124830301307,0.0141053322188,3.23327688144,3.06960180393,1.5023117688,0.375581292922,0.371779790003,0.380596720897,0.36975801309,0.0133152688814,0.00483048614757,0.0022468419922,0.00296674722815,0.00355146341415,0.0269108076635,450.883711244,2.47038920555,2.9780214522,1.49056413423,1.99100564615,1.1217778778,12580.5103875,163153.686887,70287.5630694,233441.249956,3997.13562952,4746.59727019,838.978953917,28673.2743343,5510.9187678,8234.6314982,1002.12003909,1830.31170626,138.925286908,132.873324303,63.4515062502,113.586370481,311.357284943,335.250117461,35023.172056,115.629680481,11067.0632436
2005,67442.6035823,0.0536432369721,96064.8787324,0.0408740772946,0.790910085429,10101.1634604,18233.5289575,39107.9111643,13448.9724183,2516.65374703,161.702999924,0.0603739588119,0.351912195843,0.2199019339,0.428185870257,3.93946952976,10.2588974243,14.6127178467,134.327593872,2372.267674,2045.00746378,1343.88866604,195.198738143,301.628009879,181.741501538,6.24683444889,4.94520381234,4.59811358444,8.50235403318,3.41069991407,8.31342445534,17.3422984311,6574.05964725,2.71373004749,137.156785873,53.3466604812,76.3005178763,4139.14954213,12161.2707444,5240.15929977,931.298959274,1885.68289411,1506.11081308,3916383795910,1087.17316634,1097.62553102,305.679317866,0.0670216987647,90.9368727398,24.2702034096,115.207076149,43101.6900165,14343.8234378,17984.2876849,10773.5788938,3556.59061036,112.245117987,3046.21833537,2807.87800082,303.872821255,0.000885067196675,94.2543357452,49466.1586277,911.750402181,63.1833254138,797.305635831,51.2614409367,43.7920511102,381.86792241,0.411657863699,0.138139325911,0.168876083627,0.104642454161,49435.2245857,1110089510570,133935846464,687167990610,288985673501,140772617645,84850341981.2,55922275663.7,138382414898,43543647312.6,61182209183.9,44686401012.8,14282433685.1,18231371016.6,2669.0952628,1403.2533851,0.0115556228793,0.0134494061704,3.32121647952,3.11052213857,1.55095476441,0.376929721845,0.3738092975,0.381379575666,0.370641957213,0.0143884429093,0.00538396358794,0.00251581125106,0.00329524969028,0.00381318784583,0.0293966552844,457.433214335,2.55561895224,2.99873739805,1.48762529039,2.00924775235,1.13283748172,13251.5300997,167858.918768,74420.9796698,242279.898438,4142.79190381,4934.01760703,887.56954368,29321.3428868,5585.91084261,8320.22191831,1011.20463198,1838.61283441,140.842872641,134.181740715,64.2607051834,112.574696698,326.062048368,339.28531854,35794.8232731,114.618006698,11170.0393847
2006,70895.7158535,0.0510669253625,98845.31565,0.0324300021939,0.783298589529,10846.5561531,19089.1718989,40959.9878015,13906.3084924,2558.13003717,163.827964933,0.0601875432341,0.347536425426,0.220651844993,0.43181172958,3.90426958453,10.6499709719,14.8485663725,134.518687582,2378.84399392,2069.96478172,1380.9705668,199.148303968,306.15216402,187.294374351,6.02663206862,4.74311102226,4.56280522579,8.57581080847,3.39398072088,8.27433851442,17.720784983,6656.89287236,2.68801136651,137.239314971,53.2921437556,76.7464044742,4132.71082509,12390.7003315,5330.58659911,951.264629656,1875.46197912,1510.52344234,3952713943380,1122.33365674,1127.03243182,308.520254742,0.0677275812734,92.3734346591,24.3435617162,116.716996375,43993.1576535,14672.9057861,18229.4991628,11090.7527045,3772.5668985,144.193185442,3186.3376492,2823.42680474,321.089630142,0.00113182716693,120.946433715,50589.1513567,969.422284002,81.1670487019,834.089426581,54.1658087187,56.0014350645,384.118803305,0.418621726,0.14059434874,0.170593226756,0.107434150504,50427.0897978,1052949724950,127900572514,651870632080,273178520358,126082978004,56134973375.8,69948004628.2,158870747574,43767891869.1,66986249869.7,55623526176.1,15218073323.4,21042898204.7,2543.09051226,1463.36365121,0.0106524999999,0.0127025580943,3.38112880504,3.14288020914,1.59287784937,0.378325723955,0.375708279197,0.382158546391,0.371638902052,0.0154488293847,0.0059484947807,0.00278838678415,0.00363008116476,0.0040144340238,0.0318302261381,463.844040513,2.62589020555,3.02074987662,1.50773779837,2.00153908154,1.14386219367,13993.6978652,172761.680224,78917.9825163,251679.66274,4297.66211519,5136.42421714,941.665904276,29816.5640588,5569.88622637,8418.71374985,1021.6677015,1835.84508974,141.778573611,135.731473148,65.0703907876,110.843987764,341.71233367,342.580437546,36328.1161894,112.887297764,11276.2265411
2007,74351.4794494,0.0487090753621,100974.953295,0.0249959509866,0.77748986767,11655.7247736,20094.3881463,42601.3665295,14369.201815,2600.41948933,165.317281109,0.0597733243726,0.34510906398,0.221067841516,0.433823094504,3.88519994771,11.0317671134,14.9819771884,134.6868263,2385.32983282,2095.69512061,1414.57494789,206.465509091,310.468894744,192.540385007,5.82797296209,4.56292311079,4.53495640744,8.63438380736,3.43521947974,8.24068355351,18.0743911515,6739.76151646,2.66332255917,137.313208362,53.3169690011,77.1539225764,4126.49315136,12626.9132718,5420.49020495,971.116801756,1870.61429957,1515.27812342,3977535947310,1160.25212343,1156.32743811,310.309769186,0.0684072515283,93.9646295338,24.4203785096,118.385008043,44758.3957025,14970.3250866,18413.8247174,11374.2458985,3992.56509056,186.394968286,3315.28528458,2825.9555891,341.620503076,0.00139121457273,149.264334618,51576.9163822,1030.51958069,104.922638489,867.967703863,57.6292383401,68.8356092095,384.610397932,0.424360759655,0.143007195065,0.171625602005,0.109727962585,51260.0489702,996965744927,130650682409,608761167603,257553894915,115750014500,31004793311.3,84745221188.5,171165437077,35141279659.7,62343280102.4,70259775436.9,17090779308.6,21471602228.6,2454.58653661,1518.72586976,0.00987339644529,0.0119165438794,3.43901559398,3.16270585332,1.62737689431,0.379701046486,0.376856355283,0.383140611959,0.373170924438,0.0165156499904,0.00652538776498,0.00306500577756,0.00397268350248,0.00423929404703,0.0343180210824,470.049328993,2.68127270017,3.04357221437,1.56128369991,1.96384937863,1.15486756454,14741.737691,177860.242068,83810.4308103,261670.672878,4462.27482543,5323.97813548,996.666269188,30235.2866782,5439.66502185,8526.56821857,1033.11564348,1828.57471962,142.604166668,137.435272641,65.8804226087,108.879186372,358.809687991,345.919861918,36671.6179692,110.922496372,11388.2585817
2008,77905.6801546,0.0474354035278,102820.067464,0.0205747524428,0.776102796473,12481.7788247,21306.7128442,44117.1884857,14843.150956,2643.59693688,165.879397535,0.0590428171623,0.343519523211,0.221340253947,0.435140222843,3.87288948273,11.4186541912,15.0703619038,134.862784131,2391.73413231,2119.67987202,1448.12284465,215.907852757,314.370278025,197.989675721,5.65582540178,4.40785910493,4.51210659284,8.70115312402,3.51822701031,8.21054054196,18.450634115,6822.66743962,2.6396215152,137.431977747,53.479945766,77.5150392929,4120.62407606,12867.2288798,5509.15913247,990.641987346,1873.26358342,1520.21046998,3997277160730,1197.30202982,1185.19963741,311.647073933,0.0690435927626,95.6267679044,24.4932713834,120.120039288,45440.6962081,15270.1416147,18541.2876458,11629.2669475,4210.27541476,241.342165256,3426.1726849,2812.29091943,365.188898359,0.00164765457407,177.571666246,52463.2625422,1094.60499392,135.852684169,897.147230797,61.6050789494,81.5239493574,382.92071631,0.429263326911,0.145611875693,0.172041171007,0.11161028021,52023.6234529,955712350814,134765058151,574820718481,246126574182,107860810086,18777519756.9,89083290329.5,185250243024,26334931929,58164694588.7,87958661586.8,18741194100.5,20385692748.2,2363.18748281,1566.40962104,0.00929499828569,0.0113528181274,3.5013260184,3.17094084856,1.65562629023,0.381086610697,0.377527653917,0.384300114307,0.375103090255,0.0176066372933,0.0071158399645,0.00334608281718,0.00432437267016,0.00450197617327,0.0368949089184,475.931492048,2.71641372045,3.0702029324,1.62870442795,1.91978108355,1.16597066366,15429.4956205,183124.629605,89090.5138041,272215.143409,4636.11916204,5471.33332116,1047.75168008,30606.7574711,5275.20924831,8633.19907604,1044.98545648,1818.87433293,143.539554326,139.006232269,66.6908188284,106.82474752,378.537006682,349.236605423,36929.7183994,108.86805752,11497.0588654
2009,81880.4452141,0.049236233307,105014.039688,0.0212212616102,0.77923900349,13298.0359605,22837.0798588,45745.3293949,15336.2582075,2687.46525976,165.289115383,0.0579401846944,0.34108288311,0.221757840627,0.437159276263,3.85429128423,11.8573917764,15.207447973,135.064240965,2398.11067898,2141.66172579,1481.99886149,226.677446708,318.51432733,203.407468483,5.50701683765,4.273785121,4.49214510904,8.77933968719,3.62675985269,8.19671731964,18.8344696716,6905.43474975,2.61686853955,137.572700131,53.7436462272,77.837984472,4115.08509264,13113.79895,5597.02143327,1009.85824231,1887.00839199,1525.14492903,4021978081950,1230.65587613,1213.27277276,313.507998379,0.069641621847,97.2665147599,24.5571666763,121.823681436,46115.6816841,15602.2974969,18640.13608,11873.2481072,4435.46765135,312.995466251,3525.81154231,2785.82903436,391.860554458,0.0018912799246,204.800088334,53336.9783698,1165.68244106,176.186677441,923.391343404,66.1044202136,93.5782361304,379.486642186,0.434068776951,0.148629842912,0.172137206808,0.113301727231,52866.7000972,947848610820,142921151987,561720044866,243207413966,105078930731,14248023998.1,90830906732.9,206419843020,18740052354.2,56572261253.6,110905664249,20547009405,18394908112,2274.81297414,1609.29646224,0.00902592275888,0.0111700160253,3.57311084233,3.17286989604,1.68079371074,0.382465781641,0.377907087085,0.385594859484,0.377255442,0.0187176634427,0.0077215859399,0.0036322080343,0.00468632194741,0.00478828603817,0.0395460654024,481.36505728,2.75098331482,3.09304771122,1.68766687966,1.88574030934,1.17691055496,16013.8953389,188506.53283,94713.3757683,283219.908598,4817.71886816,5566.57958147,1091.64090124,30982.1554521,5135.89763022,8729.82274175,1056.36684279,1809.7494737,144.818579465,140.234114287,67.499860121,104.860791245,398.944869484,352.552553873,37209.6939836,106.904101245,11595.9390582
2010,86589.6316392,0.053963738729,107991.813856,0.0259528379517,0.784692374155,14107.4740771,24819.8261019,47662.3314603,15859.6708835,2731.63290183,163.752731192,0.0565564494501,0.336788837452,0.222493745889,0.440717416659,3.8223215344,12.3911620527,15.4538602432,135.285754251,2404.53617307,2162.85473925,1514.41512665,238.967106962,322.986258163,208.970273193,5.37075837126,4.15112176313,4.47345424808,8.85319105741,3.75760439686,8.19596793941,19.2316115999,6988.01543154,2.59502517738,137.74897601,54.0723003483,78.1437938211,4109.75076878,13364.6396404,5685.647847,1029.05312423,1910.89050939,1529.93544732,4059045605570,1258.5747907,1240.35729345,316.503875316,0.0702268336766,98.8037290755,24.6094563515,123.413185427,46867.7091488,15999.7200694,18741.7055878,12126.2834916,4678.80616342,407.512629983,3620.46727791,2748.9299789,422.072763106,0.00210208148544,228.753492424,54295.4452912,1248.9668469,229.390850775,948.374965615,71.2010305088,104.008441612,374.664469364,0.439621053906,0.152368898517,0.172222910804,0.115029244585,53884.5309551,967237966933,155252815202,565166381428,246818770303,107673775173,14569187298.1,93104587874.9,235825435440,11549178560,56857263669.6,141248259688,22517675872.3,15202236209.9,2191.28344527,1650.12347188,0.00895658598921,0.0112472653024,3.66182589008,3.17432318244,1.70632951811,0.383793613697,0.378023289598,0.387036530047,0.379508886869,0.0198731362297,0.00834330770554,0.00392366260401,0.00505881779112,0.00508584581807,0.0422847701484,486.295314233,2.76402115925,3.12561318972,1.73473384968,1.87552705939,1.18814508606,16492.7667252,193955.724512,100614.067993,294569.792505,5005.36651139,5615.8804565,1127.95454345,31420.980065,5072.59121075,8810.63095193,1066.70544151,1804.58005362,146.737161105,141.002166204,68.3070771423,103.179769964,423.679504491,356.046404451,37621.5258192,105.223079964,11681.9164471
